1,A
2,C
3,B
4,B
5,A
6,A
7,B
8,C
9,C
10,B
11,B
12,C
13,A
14,C
15,C
16,A
17,A
18,B
19,C
20,C
21,C
22,B
23,C
24,A
25,C
26,A
27,C
28,B
29,C
30,C
31,B
32,C
33,A
34,C
35,B
36,C
37,A
38,B
39,C
40,A
41,B
42,C
43,B
44,B
45,A
46,B
47,A
48,C
49,A
50,C
51,C
52,A
53,C
54,A
55,C
56,A
57,A
58,A
59,C
60,C
61,B
62,A
63,B
64,B
65,B
66,A
67,B
68,B
69,A
70,A
71,A
72,C
73,C
74,C
75,C
76,C
77,C
78,B
79,A
80,B
81,A
82,A
83,C
84,C
85,A
86,B
87,A
88,B
89,B
90,A
91,C
92,B
93,C
94,B
95,B
96,A
97,B
98,B
99,C
100,B
101,B
102,C
103,A
104,A
105,C
106,C
107,B
108,C
109,B
110,C
111,C
112,B
113,C
114,A
115,A
116,B
117,B
118,C
119,B
120,B
121,B
122,C
123,A
124,B
125,B
126,B
127,C
128,C
129,A
130,A
131,B
132,A
133,C
134,C
135,B
136,B
137,A
138,C
139,C
140,A
141,C
142,A
143,B
144,C
145,B
146,A
147,A
148,C
149,B
150,A
151,A
152,C
153,C
154,B
155,B
156,B
157,C
158,C
159,A
160,C
161,B
162,C
163,A
164,B
165,A
166,C
167,B
168,B
169,A
170,A
171,A
172,B
173,A
174,A
175,B
176,B
177,B
178,C
179,A
180,B
181,A
182,A
183,A
184,B
185,B
186,A
187,B
188,C
189,A
190,C
191,C
192,A
193,C
194,B
195,A
196,A
197,B
198,A
199,C
200,A
201,B
202,C
203,B
204,A
205,A
206,C
207,C
208,C
209,B
210,C
211,A
212,C
213,C
214,C
215,B
216,C
217,A
218,B
219,C
220,C
221,C
222,A
223,A
224,B
225,A
226,B
227,C
228,C
229,C
230,C
231,B
232,A
233,A
234,B
235,A
236,A
237,A
238,B
239,B
240,C
241,B
242,C
243,A
244,C
245,A
246,A
247,B
248,B
249,B
250,A
251,A
252,C
253,C
254,C
255,C
256,C
257,A
258,A
259,C
260,B
261,C
262,B
263,B
264,A
265,A
266,A
267,A
268,C
269,B
270,C
271,B
272,C
273,C
274,B
275,C
276,C
277,B
278,A
279,B
280,B
281,A
282,C
283,B
284,C
285,A
286,A
287,A
288,A
289,B
290,B
291,B
292,C
293,B
294,B
295,C
296,B
297,C
298,A
299,C
300,B
301,A
302,C
303,C
304,A
305,A
306,B
307,C
308,C
309,C
310,C
311,A
312,C
313,B
314,A
315,C
316,B
317,C
318,B
319,C
320,B
321,A
322,B
323,C
324,B
325,A
326,C
327,C
328,C
329,A
330,C
331,A
332,B
333,A
334,C
335,A
336,B
337,A
338,B
339,C
340,B
341,C
342,C
343,C
344,A
345,C
346,A
347,B
348,A
349,B
350,B
351,B
352,A
353,A
354,C
355,C
356,A
357,A
358,A
359,B
360,B
361,C
362,B
363,A
364,C
365,A
366,B
367,A
368,C
369,C
370,A
371,C
372,C
373,B
374,C
375,A
376,C
377,A
378,B
379,B
380,B
381,B
382,B
383,A
384,C
385,B
386,B
387,A
388,B
389,B
390,A
391,A
392,A
393,A
394,B
395,A
396,C
397,A
398,B
399,C
400,A
401,C
402,C
403,C
404,A
405,B
406,B
407,B
408,A
409,A
410,B
411,B
412,C
413,C
414,A
415,C
416,A
417,C
418,C
419,B
420,A
421,B
422,B
423,C
424,C
425,C
426,C
427,C
428,A
429,B
430,C
431,C
432,B
433,C
434,A
435,B
436,C
437,C
438,C
439,C
440,C
441,B
442,C
443,B
444,B
445,A
446,B
447,A
448,C
449,A
450,A
451,B
452,C
453,A
454,A
455,A
456,B
457,C
458,C
459,C
460,C
461,B
462,C
463,C
464,C
465,B
466,A
467,C
468,B
469,B
470,A
471,A
472,B
473,C
474,C
475,B
476,C
477,A
478,A
479,C
480,B
481,A
482,B
483,C
484,A
485,C
486,A
487,C
488,A
489,A
490,A
491,A
492,B
493,B
494,C
495,C
496,A
497,A
498,A
499,A
500,A
501,C
502,B
503,A
504,A
505,B
506,B
507,A
508,C
509,A
510,C
511,C
512,A
513,B
514,C
515,B
516,A
517,B
518,A
519,A
520,B
521,B
522,B
523,A
524,C
525,B
526,C
527,C
528,C
529,B
530,B
531,B
532,C
533,A
534,B
535,B
536,B
537,C
538,C
539,B
540,C
541,C
542,C
543,B
544,A
545,C
546,A
547,B
548,C
549,C
550,A
551,A
552,C
553,A
554,A
555,C
556,B
557,C
558,C
559,C
560,B
561,C
562,A
563,B
564,B
565,A
566,B
567,A
568,A
569,C
570,B
571,A
572,B
573,C
574,B
575,C
576,A
577,A
578,C
579,B
580,C
581,A
582,B
583,B
584,C
585,B
586,B
587,A
588,C
589,B
590,C
591,B
592,B
593,C
594,A
595,C
596,C
597,A
598,C
599,A
600,C
601,A
602,C
603,B
604,A
605,B
606,C
607,B
608,A
609,B
610,A
611,A
612,B
613,A
614,C
615,A
616,B
617,B
618,B
619,B
620,C
621,B
622,A
623,C
624,A
625,B
626,C
627,C
628,C
629,C
630,A
631,B
632,C
633,C
634,C
635,B
636,B
637,A
638,B
639,C
640,B
641,A
642,C
643,A
644,B
645,A
646,C
647,A
648,B
649,B
650,C
651,C
652,A
653,A
654,C
655,C
656,C
657,C
658,C
659,B
660,B
661,C
662,B
663,C
664,B
665,A
666,B
667,B
668,B
669,A
670,B
671,B
672,B
673,C
674,B
675,B
676,C
677,A
678,A
679,C
680,C
681,B
682,C
683,C
684,C
685,B
686,A
687,A
688,C
689,A
690,A
691,C
692,B
693,B
694,A
695,C
696,B
697,C
698,A
699,A
700,C
701,A
702,C
703,C
704,A
705,C
706,B
707,B
708,A
709,C
710,C
711,B
712,B
713,C
714,B
715,A
716,A
717,B
718,A
719,A
720,B
721,B
722,B
723,B
724,B
725,C
726,C
727,C
728,B
729,B
730,B
731,A
732,C
733,C
734,B
735,B
736,C
737,A
738,B
739,B
740,B
741,B
742,C
743,A
744,A
745,A
746,C
747,B
748,C
749,A
750,A
751,A
752,B
753,B
754,A
755,A
756,A
757,C
758,B
759,B
760,C
761,C
762,B
763,B
764,A
765,A
766,C
767,A
768,C
769,C
770,A
771,C
772,A
773,B
774,B
775,C
776,A
777,A
778,A
779,B
780,C
781,B
782,A
783,C
784,A
785,B
786,B
787,B
788,A
789,A
790,A
791,B
792,C
793,C
794,C
795,C
796,C
797,C
798,B
799,A
800,C
801,B
802,A
803,A
804,C
805,B
806,A
807,A
808,B
809,B
810,B
811,A
812,B
813,A
814,B
815,C
816,B
817,C
818,A
819,A
820,B
821,C
822,C
823,A
824,B
825,B
826,B
827,A
828,B
829,C
830,B
831,B
832,B
833,A
834,A
835,C
836,A
837,A
838,C
839,C
840,B
841,A
842,A
843,A
844,A
845,B
846,A
847,C
848,C
849,A
850,B
851,C
852,A
853,B
854,A
855,C
856,C
857,B
858,C
859,B
860,C
861,A
862,C
863,B
864,B
865,A
866,C
867,C
868,C
869,C
870,A
871,A
872,C
873,C
874,B
875,A
876,C
877,B
878,A
879,B
880,C
881,B
882,A
883,A
884,A
885,A
886,B
887,B
888,A
889,B
890,B
891,C
892,A
893,B
894,B
895,A
896,B
897,B
898,C
899,A
900,C
901,B
902,A
903,B
904,B
905,A
906,A
907,A
908,B
909,A
910,B
911,A
912,B
913,C
914,A
915,C
916,C
917,C
918,B
919,A
920,C
921,C
922,B
923,B
924,B
925,C
926,C
927,B
928,B
929,B
930,A
931,B
932,A
933,C
934,A
935,B
936,A
937,B
938,B
939,C
940,C
941,B
942,B
943,A
944,B
945,B
946,C
947,A
948,B
949,B
950,B
951,C
952,C
953,B
954,B
955,A
956,C
957,A
958,B
959,B
960,C
961,C
962,A
963,C
964,C
965,B
966,C
967,B
968,A
969,C
970,B
971,A
972,A
973,A
974,C
975,C
976,B
977,C
978,B
979,A
980,A
981,A
982,A
983,A
984,B
985,A
986,A
987,B
988,A
989,A
990,C
991,C
992,C
993,C
994,A
995,B
996,C
997,A
998,C
999,B
1000,A
1001,A
1002,B
1003,B
1004,B
1005,A
1006,A
1007,C
1008,A
1009,C
1010,A
1011,A
1012,B
1013,A
1014,C
1015,C
1016,C
1017,A
1018,C
1019,A
1020,B
1021,B
1022,B
1023,C
1024,A
1025,C
1026,B
1027,B
1028,C
1029,B
1030,C
1031,B
1032,C
